name,issue,founded,subject,StateAbb,region,ccode,country,city,acronym,type1,type2,type3,dissolved,staff_total,staff_central,staff_regional,links,member_countries,member_regions
BankTrack,Finance; Rights,2003,Finance; Banking ,NTH,europe,210,Netherlands,Nijmegen,NA,F,fy,"International Federations, Foundations",NA,9,9,0,NA,0,0
World Alliance for Nutrition and Human Rights,Health; Agriculture,1992,NA,NTH,europe,210,Netherlands,TheHague,WANAHR,F,NA,Human Rights Organizations,2008,NA,NA,NA,NA,0,0
Global Forum on Cyber Expertise,Communications,2015,Expertise; Internet,NTH,europe,210,Netherlands,TheHague,GFCE,F,y,International Federations,NA,NA,NA,NA,NA,51,5
International Union of Microbiological Societies,Science,1927,Microbiology,NTH,europe,210,Netherlands,Utrecht,IUMS,B,y,International Federations,NA,NA,NA,NA,"FAO, WHO",71,5
International Federation of Health and Human Rights Organisations,Health; Rights,1989,Health; Rights,NTH,europe,210,Netherlands,Utrecht,IFHHRO,D,y,"International Federations, Human Rights Organizations",NA,3,3,0,NA,14,4
Foundation for Responsible Robotics,Technology,2015,Electronics; Responsibility,NTH,europe,210,Netherlands,TheHague,FRR,F,f,Foundations,NA,5,5,0,NA,0,0
International Union of History and Philosophy of Science and Technology,Science; Education; Technology,1956,Technology; Science; History; Philosophy,NTH,europe,210,Netherlands,Amsterdam,IUHPST,C,y,International Federations,NA,0,0,0,NA,78,10
Informal Forum of International Student Organizations,Education,2004,Students,NTH,europe,210,Netherlands,Eindhoven,IFISO,F,cy,"Conference Series, International Federations",NA,200,200,0,NA,0,0
Dorcas Aid International,Development,1980,NA,NTH,europe,210,Netherlands,Andijk,DAI,F,NA,"Humanitarian Organizations, Human Rights Organizations",NA,320,66,254,UNHCR,0,0
European Forum for Primary Care,Health,2005,Care,NTH,europe,210,Netherlands,Utrecht,EFPC,F,y,International Federations,NA,1.5,1.5,0,WHO,38,2
Civil Society Platform for Peacebuilding and Statebuilding,Security; Law,2012,Society; Nation State; Peacekeeping,NTH,europe,210,Netherlands,TheHague,CSPPS,F,y,International Federations,NA,3,3,0,"OECD, UNDP",20,2
The Hague Process on Refugees and Migration,Migration; Population; Settlements,2000,Migrants; Refugees,NTH,europe,210,Netherlands,TheHague,THP Foundation,F,f,Foundations,NA,5,5,0,"ILO, WB, IOM, UNDP, UNESCO, WHO",0,0
Behavioral Optometry Academy Foundation,Health; Education,2012,Eyesight; Academies; Behaviour,NTH,europe,210,Netherlands,Heemstede,BOAF,F,f,Foundations,NA,NA,NA,NA,NA,7,2
Safeguard for Agricultural Varieties in Europe,Agriculture,1993,Plants; Animals; Protection; Agriculture; Diversity,NTH,europe,210,Netherlands,Wageningen,SAVE Foundation,F,f,Foundations,NA,NA,NA,NA,"FAO, UNEP, WB, UNDP, UNESCO",15,1
euPrevent / EMR Foundation,Health; Development; Environment,2010,Health; Frontiers; Cooperation,NTH,europe,210,Netherlands,Heerlen,NA,F,f,Foundations,NA,NA,NA,NA,NA,3,1
International Penal and Penitentiary Foundation,Law,1951,Crime; Detention; Punishment,NTH,europe,210,Netherlands,Nijmegen,IPPF,F,f,Foundations,NA,5,5,0,NA,42,5
Federation of European Wholesale and International Trade Associations,Trade,1979,Trade; Merchants,NTH,europe,210,Netherlands,TheHague,FEWITA,H,yd,International Federations,1998,10,10,0,UNCTAD,17,2
Association of Institutions of Tropical Veterinary Medicine,Health,1970,Tropical Zones; Medicine; Veterinary,NTH,europe,210,Netherlands,Utrecht,AITVM,D,y,International Federations,NA,NA,NA,NA,NA,19,4
European Grid Initiative Foundation,Technology; Energy,2010,Informatics,NTH,europe,210,Netherlands,Amsterdam,EGI.eu,F,fy,"International Federations, Foundations",NA,NA,NA,NA,NA,32,2
European Confederation of Neuropathological Societies,Health; Education,1993,Nervous System,NTH,europe,210,Netherlands,Amsterdam,Euro-CNS,D,y,International Federations,NA,2,2,0,NA,18,1
Respiratory Syncytial Virus Network Foundation,Science,2014,Bacteriology; Respiratory System,NTH,europe,210,Netherlands,Zeist,ReSViNET Foundation,F,f,Foundations,NA,23,23,0,NA,15,5
"International Association of Humanist Educators, Counsellors and Leaders",Education; Culture,1988,Professions; Expertise; Educators; Individuation; Morals; Consciousness; Leadership; Philosophy,NTH,europe,210,Netherlands,Utrecht,IAHECL,H,d,Professional Bodies,1992,2,2,0,NA,15,5
International Student Travel Confederation,Education; Migration,1949,Travel; Students,NTH,europe,210,Netherlands,Amsterdam,ISTC,H,yd,International Federations,2006,11,11,0,UNESCO,47,5
European Union of Physics Research Organizations,Science,1992,Physics; Research,NTH,europe,210,Netherlands,Amsterdam,EUPRO,H,yd,International Federations,2000,NA,NA,NA,NA,10,1
WorldSkills Europe,Education; Employment,2006,Human Resources,NTH,europe,210,Netherlands,HazerswoudeDorp,NA,D,y,International Federations,NA,NA,NA,NA,NA,26,2
European Laser Association,Industry,1981,Light,NTH,europe,210,Netherlands,Bussum,ELA,D,y,International Federations,NA,0,0,0,NA,6,1
Association for Studies in International Education,Education,2000,Study; Education,NTH,europe,210,Netherlands,TheHague,ASIE,D,y,International Federations,NA,2,2,0,NA,0,0
International Pharmaceutical Federation,Health; Industry,1912,Pharmacy,NTH,europe,210,Netherlands,TheHague,NA,B,y,International Federations,NA,12,12,0,WHO,100,5
Association of European Science and Technology Transfer Professionals,Science; Technology,1999,Professions; Technology; Science,NTH,europe,210,Netherlands,Leiden,ASTP,H,d,Professional Bodies,2013,NA,NA,NA,NA,0,0
World Sand Sculpting Academy,Culture,1990,Minerals; Academies; Sculpture,NTH,europe,210,Netherlands,TheHague,WSSA,C,y,International Federations,NA,NA,NA,NA,NA,16,5
International Institute of Embryology,Science,1911,Growth,NTH,europe,210,Netherlands,Utrecht,IIE,H,jd,Institutes,1947,NA,NA,NA,NA,0,0
International Statistical Institute,Science,1885,Statistics,NTH,europe,210,Netherlands,TheHague,ISI,A,jy,"International Federations, Institutes",NA,8,8,0,"UNESCO, UNIDO, UNFPA, FAO, ILO, WHO",135,9
International Dressage Trainers Club,Education; Culture,1984,NA,NTH,europe,210,Netherlands,HoogeMierde,IDTC,F,NA,Clubs,NA,NA,NA,NA,NA,0,0
International Mediation Institute,Law; Rights,2007,Arbitration,NTH,europe,210,Netherlands,TheHague,IMI,F,j,Institutes,NA,NA,1,1,NA,0,0
World Federation of Building and Woodworkers Unions,Employment; Settlements,1929,Workers; Wood Products; Construction ,NA,europe,210; 211,Netherlands; Belgium,UtrechtorBrussels,WFBWU,H,yd,"International Federations, Trade and Labour Unions",2005,3,3,0,ILO,0,0
"Federation of University Workers Unions of Central America, the Caribbean and Mexico",Education; Employment,1975,NA,NIC,americas,93,Nicaragua,Leon,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
International Foundation for Global Economic Development,Development,1990,Economic; Development,NIC,americas,93,Nicaragua,Managua,NA,F,f,Foundations,NA,31,31,0,NA,0,0
Association of Central American Peasant Organizations for Cooperation and Development,Agriculture; Development,1991,Workers; Development; Cooperation,NIC,americas,93,Nicaragua,Managua,ASOCODE,H,d,Trade and Labour Unions,2005,NA,NA,NA,NA,7,1
Central American Women's Fund,Finance; Rights; Development,2003,Women; Funds; Rights,NIC,americas,93,Nicaragua,Managua,NA,F,f,"Funds, Human Rights Organizations",NA,16,16,0,NA,6,1
Society of Cardiology of African French-Speaking Countries,Health,1992,"Circulatory System; Cardiology; Racial, Ethnic Groups; Professions; Health; Surgery; Language Speaking",NIR,africa,436,Niger,Niamey,NA,H,d,Professional Bodies,1995,5,5,0,NA,5,1
African Federation for Sexual Health and Rights,Health; Rights; Population,2002,NA,NIG,africa,475,Nigeria,Lagos,AFSHR,D,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
International Dispute Resolution Institute,Law,2000,Practitioners; Arbitration,NIG,africa,475,Nigeria,Abuja,IDRI,C,j,Institutes,NA,NA,NA,NA,NA,0,0
Pan African Federation of Agricultural Trade Unions,Agriculture; Employment,1981,Workers; Rural; Consumers; Credit; Veterinary; Agriculture; Forestry; Fisheries; Cooperative,NIG,africa,475,Nigeria,Ibadan,PAFATU,H,x,Trade and Labour Unions,1999,NA,NA,NA,NA,35,2
International Alliance of Women,Rights; Development,1902,NA,NIG,africa,475,Nigeria,Lagos,IAW,B,NA,Human Rights Organizations,NA,NA,NA,NA,"UNESCO, ILO, FAO, UNCTAD, WHO, UNEP, UNICEF, UNIDO, UNFPA",42,9
African Refugees Foundation,Migration; Population; Humanitarian; Development; Settlements,1993,Refugees; Development; Aid; Humanitarian,NIG,africa,475,Nigeria,Lagos,AREF,F,f,"Humanitarian Organizations, Foundations",NA,4,4,0,NA,9,3
Foundation for African Development through International Biotechnology,Development; Industry; Technology,1992,Biotechnology; Development,NIG,africa,475,Nigeria,Enugu,FADIB,F,f,Foundations,NA,4,4,0,"COMSEC, UNESCO",37,4
West Africa Road Transport Union,Transportation,1989,NA,NIG,africa,475,Nigeria,Lagos,WARTU,D,NA,Professional Bodies,NA,NA,NA,NA,NA,16,1
Pan-African Reconciliation Council,Law; Rights,1988,NA,NIG,africa,475,Nigeria,Lagos,PARC,F,NA,Human Rights Organizations,NA,4,4,0,UNESCO,13,4
Confederation of African Medical Associations and Societies,Health,1982,"Medicine; Teeth, Mouth; Practitioners; Professions; Care",NIG,africa,475,Nigeria,Ibadan,CAMAS,H,x,Professional Bodies,2000,2,2,2,"UNICEF, WHO",31,1
SMEFUNDS,Finance; Development; Industry; Environment,2007,Disadvantaged; Funds; Business Enterprises; Sustainable Development; Idealism,NIG,africa,475,Nigeria,Lagos,NA,F,f,"Funds, Funds",NA,54,54,0,"UNDP, UNEP",0,0
International Islamic Federation of Student Organizations,Education; Rights; Culture,1969,Students; Islam; Rights,KUW,asia,690,Kuwait,Salmiya,IIFSO,H,d,Human Rights Organizations,2004,6,6,0,NA,58,5
Nordisk Skibsrederforening,Transportation; Maritime; Finance; Law,1889,Shipping; Insurance; Defence; Arbitration,NOR,europe,385,Norway,Oslo,NA,F,v,Clubs,NA,20,20,0,NA,20,4
Nordic Graphical Union,Industry; Employment,1976,"Workers; Drafting, Graphics",NOR,europe,385,Norway,Oslo,NGU,H,x,Trade and Labour Unions,2005,NA,NA,NA,NA,6,1
Human Rights House Foundation,Rights,1992,NA,NOR,europe,385,Norway,Oslo,NA,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,11,1
World Federation of the Deafblind,Health; Rights,1997,NA,NOR,europe,385,Norway,Oslo,WFDB,D,NA,Human Rights Organizations,NA,NA,NA,NA,WB,64,5
International Workers' Association,Employment,1866,NA,NOR,europe,385,Norway,Oslo,IWA,C,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,20,4
International Council for Open and Distance Education,Education,1938,Distance Education,NOR,europe,385,Norway,Oslo,ICDE,B,y,International Federations,NA,6,6,0,UNESCO,98,10
Nordic Women Mediators,Law,2015,Women; Arbitration; Peace,NOR,europe,385,Norway,Tíyen,NWM,F,y,International Federations,NA,NA,NA,NA,NA,5,1
Nordic Clothing Workers' Federation,Employment; Industry,1936,Workers; Clothing,NOR,europe,385,Norway,Oslo,NA,H,d,Trade and Labour Unions,1973,NA,NA,NA,NA,0,0
Defend International,Rights,2007,NA,NOR,europe,385,Norway,Kolbotn,DI,F,NA,"Humanitarian Organizations, Human Rights Organizations",NA,41,41,0,NA,23,3
Nordic Singer and Musician Workers Association,Culture; Employment,1947,NA,NOR,europe,385,Norway,Sandefjord,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,4,1
Partnership for Education and Research about Responsible Living,Education; Culture; Employment,2003,Research; Education; Responsibility,NOR,europe,385,Norway,Elverum,PERL,F,y,International Federations,NA,NA,NA,NA,"UNEP, UNESCO",50,5
International Federation of Gestalt Training Organizations,Education,1991,Form; Training,NOR,europe,385,Norway,Oslo,NA,D,y,International Federations,NA,NA,NA,NA,NA,21,2
Nordic Council of Public Services Employees,Employment,1934,NA,NOR,europe,385,Norway,Oslo,NA,D,NA,Trade and Labour Unions,NA,2,2,0,NA,6,1
World Futures Studies Federation,Education,1973,Study; Educational Content; Future; Interdisciplinarity,NOR,europe,385,Norway,Fjellstrand,WFSF,B,y,International Federations,NA,3.5,3.5,0,"UNESCO, FAO, ILO, UNDP, UNEP, WHO ",13,4
International Legal Aid Association,Law; Humanitarian; Rights,1958,Legality; Aid; Humanitarian,NOR,europe,385,Norway,Oslo,ILAA,H,d,Humanitarian Organizations,1980,NA,NA,NA,NA,0,0
World Muslim Congress,Culture,1926,NA,PAK,asia,770,Pakistan,Karachi,WMC,B,NA,Humanitarian Organizations,NA,40,40,0,"UNICEF, UNEP, UNHCR",66,5
Network of International Science and Technology Centers,Science; Technology,1994,Human Resources; Technology; Environment; Science; Sustainable Development,PAK,asia,770,Pakistan,Islamabad,NA,F,y,International Federations,NA,NA,NA,NA,UNESCO,16,4
Latin American and Caribbean Network of Environmental Funds,Environment; Finance,1999,Funds; Environment; Conservation; Diversity,PAN,americas,95,Panama,Panama,NA,F,y,Funds,NA,NA,NA,NA,NA,16,1
"Central American Association of Orthotists, Prosthetics, Rehabilitation Professionals and Affiliates",Health,1991,"Locomotive, Integumentary System; Professions; Rehabilitation",PAN,americas,95,Panama,PanamaCity,ACCOPRA,H,d,Professional Bodies,1994,11,11,0,NA,9,1
Global Forest Coalition,Environment; Rights; Population,2000,"Minority, Indigenous Groups; Forestry; Policy; Rights; Diversity",PAR,americas,150,Paraguay,Asuncion,GFC,F,y,"International Federations, Human Rights Organizations",NA,4,4,0,UNEP ,65,5
Red Iberoamericana para el Aseguramiento de la Calidad en la Educacion Superior,Education,2003,Quality Unification; Secondary and Higher Education,PAR,americas,150,Paraguay,Asuncion,RIACES,F,y,International Federations,NA,NA,NA,NA,NA,15,2
World Futsal Association,Culture,2002,Ball Games,PAR,americas,150,Paraguay,Asuncion,NA,D,y,International Federations,NA,NA,NA,NA,NA,5,2
Association latinoamericaine d'institutions pour le financement du developpement,Finance; Development,1968,Banking; Development,PER,americas,135,Peru,Lima,NA,D,y,International Federations,NA,30,30,0,"FAO, UNCTAD, UNIDO, WB, UNEP",37,5
Latin American and Caribbean Committee for the Defense of Women's Rights,Rights,1987,NA,PER,americas,135,Peru,Lima,NA,F,NA,Human Rights Organizations,NA,5,5,0,NA,14,1
Latin American Council of Business Schools,Education; Industry,1967,Business Enterprises; Schools,PER,americas,135,Peru,Lima,NA,D,y,International Federations,NA,6,6,0,"ILO, WB, UNDP",33,3
Enlace Continental de Mujeres Indigenas de las Americas,Rights; Development,1995,NA,PER,americas,135,Peru,Lima,ECMIA,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,22,1
Mountain Forum,Environment; Rights; Population,1995,NA,PER,americas,135,Peru,Lima,MF,F,NA,International Federations,NA,15,15,0,"FAO, IFAD, UNEP, UNESCO",0,0
International Campaign for Women's Right to Safe Abortion,Rights; Health; Population,2012,NA,PER,americas,135,Peru,Lima,NA,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,112,5
Federation of Workers in the Banana Industry of Latin American and the Caribbean,Agriculture; Employment,1963,Plants Yielding Fruits; Workers; Industry,PER,americas,135,Peru,Lima,NA,H,d,Trade and Labour Unions,1973,NA,NA,NA,NA,0,0
Federacion Latinoamericana de Trabajadores de la Cultura y de la Comunicacion Social,Culture; Employment,1976,NA,PER,americas,135,Peru,Lima,FELATRACCS,D,NA,Trade and Labour Unions,NA,7,7,0,"FAO, ILO, UNESCO",18,1
Andean Commission of Jurists,Law,1980,Lawyers,PER,americas,135,Peru,Lima,ACJ,D,v,Human Rights Organizations,NA,32,32,0,"ILO, UNICEF, OHCHR",6,1
"Latin American Network on Debt, Development and Rights",Finance; Development; Rights,2005,NA,PER,americas,135,Peru,Lima,NA,D,NA,Human Rights Organizations,NA,9,9,0,NA,12,1
Asian NGO Coalition for Agrarian Reform and Rural Development,Agriculture; Development,1979,Nongovernmental; Rural; Agriculture; Development; Reform,PHI,asia,840,Philippines,QuezonCity,ANGOC,D,y,International Federations,NA,7,7,0,FAO,12,2
Association of Development Financing Institutions in Asia and the Pacific,Finance; Development,1976,Banking; Development,PHI,asia,840,Philippines,Manila,ADFIAP,C,y,International Federations,NA,10,10,0,UNEP,37,4
Association of Secretaries and Administrative Professionals in Asia Pacific,Employment,1974,NA,PHI,asia,840,Philippines,Makati,ASA,D,NA,Professional Bodies,NA,NA,NA,NA,NA,15,2
Women's Global Network for Reproductive Rights,Rights,1978,NA,PHI,asia,840,Philippines,QuezonCity,WGNRR,F,NA,Human Rights Organizations,NA,8,8,0,NA,83,5
Jubilee South - Asian Peoples' Movement on Debt and Development,Finance; Development,2000,Peoples; Credit; Development,PHI,asia,840,Philippines,QuezonCity,JSAPMDD,F,y,International Federations,NA,NA,NA,NA,NA,0,0
International Federation of Social Science Organizations,Science; Education,1979,Sociology,PHI,asia,840,Philippines,QuezonCity,IFSSO,C,y,International Federations,NA,2,2,0,"UNICEF, OECD, UNESCO",24,5
Asia Rice Foundation,Agriculture,1999,Cereals ,PHI,asia,840,Philippines,SantaCruz,AsiaRice,F,f,Foundations,NA,1.5,1.5,0,NA,26,6
People's Coalition on Food Sovereignty,Agriculture; Rights,2001,People; Food; Nation State; Agriculture,PHI,asia,840,Philippines,QuezonCity,PCFS,C,y,International Federations,NA,NA,NA,NA,NA,18,4
East Asian Development Network,Development,1998,Development,PHI,asia,840,Philippines,QuezonCity,EADN,F,y,International Federations,NA,1.5,1.5,0,NA,12,1
Brotherhood of Asian Trade Unionists,Employment,1963,Social; Workers,PHI,asia,840,Philippines,Baguio,BATU,H,d,Trade and Labour Unions,2007,25,25,0,ILO,10,1
Asian Trade Federation for the Mixed Industries Group,Trade; Industry,1992,Trade; Industry,PHI,asia,840,Philippines,Manila,ATF-MIG,H,x,Trade and Labour Unions,2005,NA,NA,NA,NA,10,1
Regional Council on Human Rights in Asia,Rights,1982,Rights,PHI,asia,840,Philippines,QuezonCity,NA,F,v,Human Rights Organizations,NA,NA,NA,NA,NA,5,1
Asia Baptist Graduate Theological Seminary,Culture; Education,1959,NA,PHI,asia,840,Philippines,BaguioCity,ABGTS,F,NA,Alumni and Veterans,NA,NA,NA,NA,NA,9,2
International Association of Trading Organizations for a Developing World,Trade; Development; Industry,1984,Professions; Self Employed; Trade; Market; Business Enterprises; Management,PHI,asia,840,Philippines,Manila,ASTRO,H,x,Professional Bodies,1985,8,8,0,"UNCTAD, UNIDO, UNDP",33,4
The Reality Of Aid,Development; Humanitarian; Culture,2000,Disadvantaged; Aid; Humanitarian; Philosophy,PHI,asia,840,Philippines,QuezonCity,ROA,F,y,"Humanitarian Organizations, International Federations",NA,3,3,0,NA,75,5
CSO Partnership for Development Effectiveness,Development,2012,Society; Cybernetics; Development,PHI,asia,840,Philippines,QuezonCity,CPDE,F,y,International Federations,NA,5,5,0,NA,0,0
NGO Forum on ADB,Development; Finance,1991,Society; Nongovernmental; Banking; Development,PHI,asia,840,Philippines,QuezonCity,NA,F,y,International Federations,NA,NA,NA,NA,ASDB,31,4
Asian Coalition of Human Rights Organizations,Rights,1984,Nongovernmental; Rural; Rights,PHI,asia,840,Philippines,Manila,ACHRO,H,d,Human Rights Organizations,1995,7,7,0,NA,12,1
Child Rights Coalition Asia,Rights; Humanitarian,2008,NA,PHI,asia,840,Philippines,Manila,CRC Asia,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,11,1
Network of East-West Women,Rights,1991,Women; Rights,POL,europe,290,Poland,Gdansk,NEWW,F,y,"International Federations, Human Rights Organizations",NA,8,8,0,NA,28,3
Microfinance Centre,Finance; Development,1997,Finance,POL,europe,290,Poland,Warsaw,MFC,F,y,International Federations,NA,10,10,0,NA,34,3
World Mining Congress,Industry; Employment; Environment,1958,Resources; Minerals; Employment Conditions; Mining,POL,europe,290,Poland,Katowice,WMC,C,y,International Federations,NA,NA,NA,NA,ILO,48,5
ASTRA - Central and Eastern European Women's Network for Sexual and Reproductive Health and Rights,Health; Rights,1999,NA,POL,europe,290,Poland,Warsaw,ASTRA Network,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,21,2
Fundacja TechSoup,Communications; Development,2009,Society,POL,europe,290,Poland,Warsaw,NA,F,f,Foundations,NA,8,8,0,NA,0,0
International Union of Theoretical and Applied Mechanics,Science,1946,Mechanics; Application; Theoretical,POL,europe,290,Poland,Warsaw,IUTAM,C,y,International Federations,NA,NA,NA,NA,UNESCO,49,5
European Federation of Tourist Guide Associations,Industry,1986,NA,POR,europe,235,Portugal,Lisbon,NA,D,NA,Professional Bodies,NA,4,4,0,NA,25,1
Federation of European Laboratory Animal Science Associations,Science; Health; Technology,1978,Biotechnology; Science,POR,europe,235,Portugal,Lisbon,FELASA,D,y,International Federations,NA,8,8,0,NA,26,2
International Council for Philosophy and Human Sciences,Science; Education,1949,Mankind; Philosophy,POR,europe,235,Portugal,Tomar,ICPHS,A,y,International Federations,NA,1,1,0,UNESCO ,150,5
"Institute for Systems and Technologies of Information, Control and Communication",Communications; Technology,2003,Information; Communication; Control; Systems; Technology,POR,europe,235,Portugal,Setubal,INSTICC,C,j,Institutes,NA,NA,NA,NA,NA,0,0
Confederação Ibero-Americana das Associaçoes Cientificas e Academicas de Comunicação,Education; Science; Communications,2009,Communication; Educational Content; Science,POR,europe,235,Portugal,Funchal,CONFIBERCOM,D,y,International Federations,NA,NA,NA,NA,NA,8,2
European Council of Police Unions,Law,1988,NA,POR,europe,235,Portugal,Lisbon,ECPU,D,NA,Trade and Labour Unions,NA,10,10,0,ILO,19,1
International Union of Prehistoric and Protohistoric Sciences,Science,1931,Science; Archaeology,POR,europe,235,Portugal,Tomar,NA,B,y,International Federations,NA,NA,NA,NA,UNESCO,0,0
"Association of Caribbean University, Research and Institutional Libraries",Education,1969,Organization; Libraries; Research; Universities,USA,americas,2,United States,SanJuan,ACURIL,D,y,International Federations,NA,2,2,0,UNESCO,27,2
Association of Panamerican Athletics,Culture,1972,Sport; Athletics; Competitions ,USA,americas,2,United States,Carolina,APA,D,y,International Federations,NA,0,0,0,NA,44,1
Trade Unions International of Land and Air Transport Workers,Transportation; Employment,1949,Workers; Communication; Aviation,ROM,europe,360,Romania,Bucharest,NA,H,d,Trade and Labour Unions,1953,NA,NA,NA,NA,0,0
Balkan Federation of Apicultural Associations,Agriculture; Environment,2006,Invertebrate Culture,ROM,europe,360,Romania,Bucharest,NA,D,y,International Federations,NA,NA,NA,NA,NA,8,1
"Trade Unions International of Chemical, Oil and Allied Workers",Industry; Energy,1950,Chemicals; Petroleum; Workers,NA,europe,360; 310,Romania; Hungary,Bucharest Budapest,ICPS,H,d,Trade and Labour Unions,1997,10,10,0,"ILO, UNCTAD, UNEP",73,5
"Trade Union International of Workers in Geology, Geodesy and Cartography",Environment,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
International Farmer and Peasant Council,Agriculture; Employment; Development,1923,Workers; Farming,RUS,europe,365,Russia,Moscow,Krestintern,H,d,Trade and Labour Unions,1933,NA,NA,NA,NA,0,0
"Confederation of Unions of Workers in Commerce, Restaurants, Consumers' Cooperatives and Various Forms of Business",Trade; Industry; Competition,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,14,2
International Association of Civil Aviation Workers' Unions,Transportation,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
Consultative Council of Cultural Workers' Unions,Culture,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,NA,2,2,0,NA,11,2
International Organisation of Communications Workers' Unions,Communications,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
International Amalgamation of Unions of Automobile and Farm Machinery Workers,Agriculture; Industry,1992,NA,RUS,europe,365,Russia,Moscow,IAUAFMW,D,NA,Trade and Labour Unions,2009,NA,NA,NA,NA,0,0
International Association of Trade Unions of Workers in Scientific Research and Production Cooperatives and Enterprises,Science; Industry,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
International Confederation of Construction and Building Materials Industry Workers' Unions,Settlements; Industry,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2008,NA,NA,NA,NA,0,0
International Organisation of Trade Unions of Educational and Scientific Workers,Education; Science,1992,NA,RUS,europe,365,Russia,Moscow,IOTU Education and Science,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
International Community of Defence Industry Workers' Unions,Security; Industry,1992,NA,RUS,europe,365,Russia,Moscow,ICDIWU,D,NA,Trade and Labour Unions,2010,NA,NA,NA,NA,0,0
International Confederation of Railway Workers' and Transport Builders' Unions,Transportation; Settlements,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
"Memorial - International Historical and Educational, Charity and Human Rights Society",Rights; Education; Development,1988,NA,RUS,europe,365,Russia,Moscow,International Memorial,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,9,2
International Association of Aircraft Industry Workers' Unions,Employment; Transportation,1992,Workers; Aviation; Industry,RUS,europe,365,Russia,Moscow,NA,H,x,Trade and Labour Unions,2000,NA,NA,NA,NA,0,0
"International Confederation of Trade Unions of Workers in the Oil and Gas Industries, and Construction Workers in the Oil and Gas Complex",Energy,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
Federation of Mining and Metallurgical Workers' Unions of the Commonwealth of Independent States,Industry; Environment,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
International Organisation of Agro-Industrial Trade Unions,Agriculture; Industry,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
Federation of Timber and Related Industries Workers' Unions of the Commonwealth of Independent States,Industry; Environment,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
International Federation for Peace and Conciliation,Law; Security,1992,Arbitration; Peace,RUS,europe,365,Russia,Moscow,IFPC,D,y,"International Federations, Human Rights Organizations",NA,40,40,0,NA,13,2
International Confederation of Water Transport Workers' Unions,Transportation,1992,NA,RUS,europe,365,Russia,Moscow,ICWTWU,D,NA,Trade and Labour Unions,NA,4.5,4.5,0,ILO,11,3
International Trade Union Elektroprofsoyuz,Employment,1991,NA,RUS,europe,365,Russia,Moscow,Electrounion,D,NA,Trade and Labour Unions,2008,NA,NA,NA,NA,0,0
International Council of Trade and Industrial Unions,Employment,1920,Workers; Trade; Industry,RUS,europe,365,Russia,Moscow,Mezsovprof,H,d,Trade and Labour Unions,1921,NA,NA,NA,NA,0,0
International Council of Red Trade Unions,Employment; Culture,1921,Workers; Political Theories,RUS,europe,365,Russia,Moscow,Profintern,H,d,Trade and Labour Unions,1937,NA,NA,NA,NA,0,0
"International Trade Union Alliance of Public Utilities, Local Industry and Services Workers",Employment; Industry; Public Sector,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
International Association of Chemical and Allied Workers' Unions,Industry,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2007,NA,NA,NA,NA,0,0
General Confederation of Trade Unions,Employment,1992,NA,RUS,europe,365,Russia,Moscow,GCTU,D,NA,Trade and Labour Unions,2014,50,50,0,ILO,10,2
